,url,label,with_ip,dot_count,at_Symbol_count,is_google_index,directory_count,embed_domain_count,digits_count,parameter_count,fragments_count,hostname,is_live,url_len,class
21,signin.eby.de.zukruygxctzmmqi.civpro.co.za,phishing,False,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,signin.eby.de.zukruygxctzmmqi.civpro.co.za,False,49.0,0
22,192.com/atoz/people/oakley/patrick/,benign,True,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,192.com,False,42.0,1
23,nytimes.com/1998/03/29/style/cuttings-oh-that-brazen-raucous-glorious-hibiscus.html,benign,True,2.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,nytimes.com,False,90.0,1
24,escholarship.org/uc/item/5xt4952c,benign,True,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,escholarship.org,False,40.0,1
25,songfacts.com/detail.php?id=13410,benign,True,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,songfacts.com,False,40.0,1
26,casamanana.org/education/blba/,benign,True,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,casamanana.org,False,37.0,1
27,http://hollywoodlife.com/2014/05/01/rihanna-iheartradio-music-awards-dress-2014-pics/,benign,True,1.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,hollywoodlife.com,False,85.0,1
28,http://www.marketingbyinternet.com/mo/e56508df639f6ce7d55c81ee3fcd5ba8/,phishing,True,2.0,0.0,0.0,3.0,0.0,17.0,0.0,0.0,www.marketingbyinternet.com,False,71.0,0
29,en.wikipedia.org/wiki/North_Dakota,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,41.0,1
30,soaps.sheknows.com/daysofourlives/news/id/20259/Days_Of_Our_Lives_Casts_Ruta_Lee/,benign,True,2.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,soaps.sheknows.com,False,88.0,1
31,perfectpeople.net/celebrity-star/6920/gidget-gein.htm,benign,True,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,perfectpeople.net,False,60.0,1
32,media.caltech.edu/press_releases/13186,benign,True,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,media.caltech.edu,False,45.0,1
33,wikiobits.com/Obits/TonyProudfoot,benign,True,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,wikiobits.com,False,40.0,1
34,vanderbilt.rivals.com/viewcoach.asp?coach=2079&sport=1&year=2011,benign,True,3.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,vanderbilt.rivals.com,False,71.0,1
35,http://peluqueriadeautor.com/index.php?option=com_virtuemart&page=shop.browse&category_id=31&Itemid=70,defacement,True,3.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,peluqueriadeautor.com,False,102.0,0
36,movies.yahoo.com/shop?d=hv&cf=info&id=1800340831,benign,True,2.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,movies.yahoo.com,False,55.0,1
37,cyndislist.com/us/pa/counties,benign,True,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,cyndislist.com,False,36.0,1
38,http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,malware,True,3.0,0.0,0.0,3.0,0.0,6.0,1.0,0.0,www.824555.com,True,67.0,0
39,http://www.raci.it/component/user/reset.html,defacement,True,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,www.raci.it,False,44.0,0
40,https://docs.google.com/spreadsheet/viewform?formkey=dGg2Z1lCUHlSdjllTVNRUW50TFIzSkE6MQ,phishing,True,2.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,docs.google.com,False,87.0,0
41,psychology.wikia.com/wiki/Phonemes,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,psychology.wikia.com,False,41.0,1
42,info.centriq.com/content/fivereasons,benign,False,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,info.centriq.com,False,43.0,1
43,articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery,benign,True,2.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,articles.baltimoresun.com,False,106.0,1
44,infinitysw.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,infinitysw.com,False,22.0,1
45,strawberrycreekgardens.com/,benign,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,strawberrycreekgardens.com,False,34.0,1
46,http://earth-sure.com/industrial-tech/everlast-impact-resistant-dumpster-enclosure,defacement,True,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,earth-sure.com,False,82.0,0
47,spoke.com/dir/p/desantis/nick,benign,False,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,spoke.com,False,36.0,1
48,wordsmith.org/words/pignus.html,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,wordsmith.org,False,38.0,1
49,http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001008003&free3=item&disp_no=007001008003,benign,True,2.0,0.0,0.0,2.0,0.0,27.0,4.0,0.0,interpark.com,False,129.0,1
50,http://www.newtec.ac.uk/courses/health-and-social-care/level-2-diploma-in-health-a-social-care-.html,defacement,False,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,www.newtec.ac.uk,False,100.0,0
51,http://www.kingsmillshotel.com/spring/mothers-day,defacement,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,www.kingsmillshotel.com,False,49.0,0
52,almanac.logos.com/Denominations,benign,False,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,almanac.logos.com,False,38.0,1
53,gaming.wikia.com/wiki/Backbreaker_(video_game),benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,gaming.wikia.com,False,53.0,1
54,ceu.hu/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ceu.hu,False,14.0,1
55,registry.weddingchannel.com/coupledir/20108/C/R314763282/JARED_CLOUGH_AND_TAJAI_RITCHIE.htm,benign,False,3.0,0.0,0.0,5.0,0.0,14.0,0.0,0.0,registry.weddingchannel.com,False,98.0,1
56,linkedin.com/pub/george-cleveland/7/80a/599,benign,True,1.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,linkedin.com,False,50.0,1
57,sunshinemills.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sunshinemills.com,False,25.0,1
58,agoda.com/north_america/canada/montreal_qc/attractions/hotels_near_mcgill_university_centre_for_continuing_education.html,benign,True,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,agoda.com,False,128.0,1
59,ctv.ca/generic/WebSpecials/sponsorship_scandal/,benign,True,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,ctv.ca,False,54.0,1
60,http://www.approvi.com.br/ck.htm,defacement,True,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.approvi.com.br,False,32.0,0
61,http://www.shaborooz.ir/index.php?view=article&catid=7:1390-01-27-09-09-55&id=23:1390-04-12-08-07-33&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=2,defacement,False,3.0,0.0,0.0,1.0,0.0,33.0,8.0,0.0,www.shaborooz.ir,False,172.0,0
62,veoox.com/tags/game.html,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,veoox.com,False,31.0,1
63,chuckwalkertrio.blogspot.com/,benign,True,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,chuckwalkertrio.blogspot.com,True,36.0,1
64,aerosolesshoes.org/,benign,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,aerosolesshoes.org,False,26.0,1
65,http://www.juventudelirica.com.br/index.html,defacement,False,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.juventudelirica.com.br,False,44.0,0
66,http://www.myenrg.com/southwest/9-texas,defacement,True,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,www.myenrg.com,False,39.0,0
67,recipelink.com/msgbrd/board_14/2007/DEC/29094.html,benign,True,2.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,recipelink.com,False,57.0,1
68,http://www.musimagen.com/lista_socios.php?letra=\303%91,defacement,True,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,www.musimagen.com,False,55.0,0
69,ideas.repec.org/f/pma235.html,benign,True,3.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,ideas.repec.org,False,36.0,1
70,peopleaz.org/firstname/Fowlkes/6,benign,False,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,peopleaz.org,False,39.0,1
71,orensamtraktrip.wordpress.com/,benign,True,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,orensamtraktrip.wordpress.com,False,37.0,1
72,retajconsultancy.com,phishing,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,retajconsultancy.com,False,27.0,0
73,alexa.com/whatshot?q=james+arness,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,alexa.com,False,40.0,1
74,jpopasia.com/group/arashi/discography/,benign,True,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,jpopasia.com,False,45.0,1
75,kitsapsun.com/photos/2011/feb/25/177999/,benign,True,1.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,kitsapsun.com,False,47.0,1
76,local.yahoo.com/info-42862457-oakland-international-airport-oakland,benign,True,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,local.yahoo.com,False,74.0,1
77,tripadvisor.com/Restaurant_Review-g680765-d1768647-Reviews-Yacha_Yacha-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html,benign,True,2.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,tripadvisor.com,False,127.0,1
78,articles.elitefts.com/articles/training-articles/five-great-exercises-for-building-a-dominant-defensive-lineman/,benign,True,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,articles.elitefts.com,False,119.0,1
79,broadwaystars.com/classic/?source=www.playbill.com,benign,True,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,broadwaystars.com,False,57.0,1
80,http://www.pn-wuppertal.de/links/2-linkseite/5-httpwwwkrebshilfede,defacement,True,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,www.pn-wuppertal.de,False,66.0,0
81,forums.networkinfrastructure.info/motorola-wireless-lan-switches/,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,forums.networkinfrastructure.info,False,72.0,1
82,youtube.com/watch?v=mwpoPQ1SPJU,benign,True,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,youtube.com,False,38.0,1
83,mccall-idchamber.org/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,mccall-idchamber.org,False,28.0,1
84,chacha.com/question/who-said-the-quote-%27say-what-you-mean%2C-mean-what-you-say-and-put-a-beat-to-it%27,benign,True,1.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,chacha.com,False,111.0,1
85,friars.com/sports/m-baskbl/archive/prov-m-baskbl-2003.html,benign,True,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,friars.com,False,65.0,1
86,http://asociacionkaribu.org/index.php/servicios/centro-jambo,defacement,True,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,asociacionkaribu.org,False,60.0,0
87,http://www.martin-busker.de/administrator/help/en-GB/css/Facture/c4d12146ebce8e1684d3542308399779/8fa39dab95edb1b676b638a672278eae/particuliers-45636.php,phishing,True,3.0,0.0,0.0,8.0,0.0,47.0,0.0,0.0,www.martin-busker.de,False,153.0,0
88,pipl.com/directory/name/Whissell/180,benign,True,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,pipl.com,False,43.0,1
89,spokeo.com/John+Collet,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,spokeo.com,False,29.0,1
90,http://www.parafiapiaski.pl/index.php?option=com_user&view=remind,defacement,True,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,www.parafiapiaski.pl,True,65.0,0
91,http://fanpage.gr/family/gineka/%ce%b1%cf%85%cf%84%ce%bf%ce%af-%ce%b5%ce%af%ce%bd%ce%b1%ce%b9-%ce%bf%ce%b9-13-%cf%89%cf%81%ce%b1%ce%b9%cf%8c%cf%84%ce%b5%cf%81%ce%bf%ce%b9-%ce%ad%ce%bb%ce%bb%ce%b7%ce%bd%ce%b5%cf%82-%ce%b1%ce%bd-2/,benign,True,1.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,fanpage.gr,False,229.0,1
92,faqs.org/copyright/handbook-for-the-individual-or-group-culture-free/,benign,True,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,faqs.org,False,76.0,1
93,duckduckgo.com/1/c/Roman_Catholic_cathedrals_in_Canada,benign,True,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,duckduckgo.com,False,61.0,1
94,alexpay2.beget.tech,phishing,False,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,alexpay2.beget.tech,False,26.0,0
95,http://worldoftanks.ru/ru/content/guide/payments_instruction/mobile-payments-rostelekom-ural-utel/,benign,True,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,worldoftanks.ru,False,98.0,1
96,http://www.artedesignsas.it/catalogo.html?page=shop.browse&category_id=14,defacement,True,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,www.artedesignsas.it,False,73.0,0
97,en.wikipedia.org/wiki/Lloyd_Bacon,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,40.0,1
98,http://serverfault.com/questions/682832/squid-transparent-https-certificate-error-ssl-error-bad-cert-domain,benign,True,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,serverfault.com,False,107.0,1
99,brokenbells.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,brokenbells.com,False,23.0,1
100,missouri.scout.com/2/1091275.html,benign,True,3.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,missouri.scout.com,False,40.0,1
101,amazon.com/Inter-Municipal-Cooperation-Europe-Rudie-Hulst/dp/1402053789,benign,True,1.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,amazon.com,False,78.0,1
102,amazon.com/Best-Mississippi-John-Hurt/dp/B000000EBH,benign,True,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,amazon.com,False,58.0,1
103,http://www.mariettachurchofgod.com/get-connected/christian-education/christian-education.html,defacement,False,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,www.mariettachurchofgod.com,False,93.0,0
104,http://www.liceoparroquialsangregoriomagno.edu.co/index.php?view=article&catid=1:latest-news&id=93:inicio-de-actividades-2013&tmpl=component&print=1&layout=default&page=,defacement,False,4.0,0.0,0.0,1.0,0.0,8.0,6.0,0.0,www.liceoparroquialsangregoriomagno.edu.co,False,169.0,0
105,http://olx.ro/i2/electronice-si-electrocasnice/gps-navigatie/electronice-si-electrocasnice/gps-navigatie,benign,True,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,olx.ro,False,104.0,1
106,ccpoa.org/news/monthly/2009/10/,benign,True,1.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,ccpoa.org,False,38.0,1
107,facebook.jolims.tk,phishing,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,facebook.jolims.tk,False,25.0,0
108,contatocliente-sac.com.br,phishing,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contatocliente-sac.com.br,False,32.0,0
109,youtube.com/watch?v=bMhwK4hjhwQ,benign,True,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,youtube.com,False,38.0,1
110,dougpayne.com/earland.htm,benign,True,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,dougpayne.com,True,32.0,1
111,http://patrikcase.com/index.php?page=shop.product_details&product_id=9&flypage=flypage.tpl&pop=0&option=com_virtuemart&Itemid=7,defacement,False,4.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,patrikcase.com,False,127.0,0
112,123people.com/z/carl+musgrove,benign,True,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,123people.com,False,36.0,1
113,http://superuser.com/questions/811630/how-can-i-limit-the-speed-of-the-chasis-fan-on-an-asus-m5a78l-m-lx-plus,benign,True,1.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,superuser.com,False,109.0,1
114,espn.go.com/mlb/player/_/id/5588/rich-harden,benign,True,2.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,espn.go.com,False,51.0,1
115,youtube.com/watch?v=vPJNYrZcxuE,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,youtube.com,False,38.0,1
116,imdb.com/name/nm0017578/,benign,True,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,imdb.com,False,31.0,1
117,http://prepechal.net/index.php?option=com_contact&view=contact&id=3:renata-malkova&catid=34:oseva-agri-chrudim-as&Itemid=53,defacement,False,2.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,prepechal.net,False,123.0,0
118,youtube.com/watch?v=pAihoSDRqjo,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,youtube.com,False,38.0,1
119,mlbfansite.com/team-memorabilia/new-york-mets/baseball-apparel/,benign,False,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,mlbfansite.com,False,70.0,1
120,http://www.itfindia.org/confirmation-account/c85652703f710065c1255aa03a9aefae/53ca17bd02579e9464e40735557fdfeb/login.php,phishing,True,3.0,0.0,0.0,4.0,0.0,42.0,0.0,0.0,www.itfindia.org,False,120.0,0
121,holographiccocoon.com,phishing,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,holographiccocoon.com,False,28.0,0
122,spoke.com/info/pApLvZA/JohnHazlet,benign,False,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,spoke.com,False,40.0,1
123,ckuik.com/Stray_Cats,benign,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ckuik.com,False,27.0,1
124,http://espn.go.com/blog/carolina-panthers/post/_/id/12919/why-the-panthers-are-spending-time-with-nebraska-end-randy-gregory,benign,True,2.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,espn.go.com,False,124.0,1
125,radiocity.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,radiocity.com,False,21.0,1
126,http://www.custi-animale.ro/magazin-on-line/custi-transport.1,defacement,True,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,www.custi-animale.ro,False,61.0,0
127,absoluteanime.com/blue_gender/yuji.htm,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,absoluteanime.com,False,45.0,1
128,http://elitedaily.com/humor/guys-donkey-prank-women-thinking-being-catcalled-video/922767/,benign,True,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,elitedaily.com,False,90.0,1
129,http://www.mbdalmezun.com/canakkale-gezisi.htm,defacement,True,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.mbdalmezun.com,False,46.0,0
130,mylife.com/c-466561956,benign,True,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,mylife.com,False,29.0,1
131,http://www.fancygaptourism.com/dining-and-shopping/shopping/45-barefoot-gardens,defacement,True,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,www.fancygaptourism.com,False,79.0,0
132,paragonvideo.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,paragonvideo.com,True,24.0,1
133,sbnation.com/mlb/players/33977/lars-anderson,benign,True,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,sbnation.com,False,51.0,1
134,http://www.designreisende.de/index.php?option=com_content&view=category&layout=blog&id=35&Itemid=88,defacement,False,3.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,www.designreisende.de,False,99.0,0
135,imdb.com/name/nm0187981/,benign,True,1.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,imdb.com,False,31.0,1
136,classcreator.com/Jacksonville-FL-Bishop-Kenny-1970/class_classmates.cfm,benign,True,2.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,classcreator.com,False,78.0,1
137,songlyrics.com/kate-anna-mcgarrigle-lyrics/,benign,True,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,songlyrics.com,False,50.0,1
138,en.wikipedia.org/wiki/Robert_Crouch_Kinney,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,en.wikipedia.org,False,49.0,1
139,http://www.fitasylum.com/index.php/reset.1,defacement,True,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,www.fitasylum.com,False,42.0,0
140,http://www.nicolatessari.it/index.php/en/furnishing,defacement,True,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,www.nicolatessari.it,False,51.0,0
141,search.espn.go.com/corey-hart/,benign,False,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,search.espn.go.com,False,37.0,1
142,http://www.smos.cn/News_show.asp?news_id=125,defacement,True,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,www.smos.cn,False,44.0,0
143,celebnakedness.com/tour/videoarchive.php?celeb_first_name=j,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,celebnakedness.com,False,66.0,1
144,springvalleysales.com/,benign,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,springvalleysales.com,False,29.0,1
145,http://hayalmutfak.com/kampanyalarimiz/kampanyalarimiz/kampanya2012-382.html,defacement,False,2.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,hayalmutfak.com,False,76.0,0
146,lil-fingers.com/abc/a.html,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,lil-fingers.com,False,33.0,1
147,bookfinder4u.com/detail/096201074X.html,benign,True,2.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,bookfinder4u.com,False,46.0,1
148,roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=156745,benign,True,3.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,roadrunnerrecords.com,False,86.0,1
149,emergencybriefing.info,phishing,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emergencybriefing.info,False,29.0,0
150,dallasnews.com/sports/dallas-stars/headlines/20111001-stars-address-an-issue-that-led-to-their-demise-last-season.ece,benign,True,2.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,dallasnews.com,False,124.0,1
151,pipl.com/directory/people/Anne/Blodgett,benign,True,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,pipl.com,False,46.0,1
152,epctv.com/online_tv_Educational_1.htm,benign,True,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,epctv.com,True,44.0,1
153,usgs.gov/state/state.asp?State=WA,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,usgs.gov,False,40.0,1
154,banquelaurentienne.ca/en/personal_banking_services/my_futur/indexed_investments.html,benign,True,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,banquelaurentienne.ca,False,91.0,1
155,videosurf.com/mad-about-mambo-81415,benign,True,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,videosurf.com,False,42.0,1
156,http://www.disline.es/videoguias.html?task=videodirectlink&id=57,defacement,False,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,www.disline.es,False,64.0,0
157,allstarpics.net/pic-gallery/marie-josee-croze-pics.htm,benign,True,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,allstarpics.net,False,61.0,1
